n_estimators,eta,max_depth,l2_leaf_reg,colsample_bylevel,subsample,max_bin,random_seed,boosting_type,max_ctr_complexity,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,silent
200,0.0001,16,0.3,0.75,0.25,4,19260817,Plain,1,0.0083,0.0023,0.002,0.1482,0.1486,0.1487,99234155637071.0,99454201212865.3,99475230789063.0,32.74,
200,0.0001,16,0.3,0.75,0.75,1024,19260817,Plain,1,0.0099,0.0028,0.0022,0.148,0.1486,0.1487,99112692944048.5,99334694233598.0,99379356451873.7,6404.08,
25,1.0,2,0.9,0.25,0.75,1024,19260817,Plain,1,0.0961,0.0756,0.0378,0.1414,0.143,0.146,105579081563959.0,107472859191091.0,110125290210153.0,0.47,
200,1.0,2,0.9,0.75,0.75,4,19260817,Plain,1,0.0768,0.0489,0.0398,0.143,0.1451,0.1459,115794809408834.0,117511243083548.0,118320341317385.0,1.27,
25,1.0,16,0.9,0.25,0.75,4,19260817,Plain,1,0.8417,-0.286,-0.3092,0.0592,0.1687,0.1703,71933674458794.4,232187244235932.0,235621689237408.0,3.32,
200,0.0001,16,0.9,0.75,0.75,1024,19260817,Plain,1,0.0081,0.0026,0.0021,0.1482,0.1486,0.1487,99108225733965.1,99268978061968.4,99311380048663.1,6401.95,
25,1.0,2,0.3,0.25,0.75,1024,19260817,Plain,1,0.0934,0.0789,0.0308,0.1417,0.1428,0.1465,105373701812343.0,107354371716266.0,111798904549358.0,0.47,
200,1.0,2,0.3,0.75,0.25,1024,19260817,Plain,1,0.2231,0.0104,-0.0681,0.1311,0.148,0.1538,108335960085282.0,122823817098317.0,126292918728955.0,1.29,
200,1.0,16,0.3,0.25,0.75,4,19260817,Plain,1,0.9262,-0.5728,-0.6428,0.0404,0.1866,0.1908,8577807854271.75,274775366495770.0,273881407067410.0,22.51,
25,0.0001,2,0.3,0.75,0.25,4,19260817,Plain,1,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99676388229765.3,99675991927851.7,99675788436957.7,0.19,
25,0.0001,16,0.3,0.25,0.25,4,19260817,Plain,1,0.001,0.0003,0.0003,0.1487,0.1487,0.1488,99628902156381.2,99655726479587.4,99656500633993.4,2.66,
200,1.0,16,0.9,0.25,0.75,4,19260817,Plain,1,0.926,-0.3888,-0.4268,0.0405,0.1753,0.1778,9738008020301.67,248548230451422.0,253611858076775.0,28.6,
200,1.0,2,0.9,0.75,0.25,1024,19260817,Plain,1,0.2264,0.0002,-0.0215,0.1309,0.1488,0.1504,108953781083043.0,122875734841242.0,126077847589429.0,1.3,
25,0.0001,2,0.9,0.25,0.25,4,19260817,Plain,1,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99677252045820.1,99676920523613.8,99675564289664.6,0.17,
200,1.0,2,0.3,0.25,0.25,4,19260817,Plain,1,0.0717,0.0476,0.0388,0.1433,0.1452,0.1459,115611206898459.0,116911520096752.0,117430989740134.0,0.69,
200,0.0001,16,0.9,0.75,0.25,1024,19260817,Plain,1,0.008,0.0025,0.0021,0.1482,0.1486,0.1487,99109697456321.6,99278122690211.5,99308860832043.6,6381.95,
25,1.0,2,0.9,0.75,0.25,1024,19260817,Plain,1,0.1002,0.0763,0.0323,0.1411,0.143,0.1464,97320419300675.1,100623550830489.0,102004806929464.0,0.38,
200,1.0,16,0.3,0.25,0.75,1024,19260817,Plain,1,1.0,-0.3207,-0.428,0.0,0.171,0.1779,125546266699.681,222094694867395.0,223283924540934.0,2358.91,
25,1.0,2,0.9,0.25,0.25,1024,19260817,Plain,1,0.0939,0.0711,0.0463,0.1416,0.1434,0.1454,107062662202665.0,108304985134344.0,111161430079368.0,0.27,
25,0.0001,16,0.9,0.25,0.75,4,19260817,Plain,1,0.0009,0.0003,0.0002,0.1487,0.1487,0.1488,99633053948085.1,99655655572320.7,99652396435765.2,3.35,
25,1.0,2,0.3,0.25,0.25,4,19260817,Plain,1,0.0568,0.0537,0.0462,0.1445,0.1447,0.1454,109678040389922.0,109275089610420.0,109867799230857.0,0.19,
25,1.0,2,0.3,0.75,0.25,4,19260817,Plain,1,0.0601,0.0529,0.0415,0.1442,0.1448,0.1457,105389787831552.0,105376092608327.0,106276260333528.0,0.19,
25,1.0,2,0.3,0.75,0.75,4,19260817,Plain,1,0.0601,0.0547,0.0459,0.1442,0.1446,0.1454,104739853943924.0,104469274975425.0,105318467184862.0,0.24,
200,0.0001,2,0.9,0.75,0.75,1024,19260817,Plain,1,0.0021,0.0023,0.0019,0.1486,0.1486,0.1487,99579488171437.9,99584423003623.4,99603573523708.3,1.61,
25,0.0001,2,0.3,0.75,0.75,4,19260817,Plain,1,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99676383349610.6,99676014652753.5,99675919226736.3,0.22,
200,0.0001,2,0.3,0.75,0.25,4,19260817,Plain,1,0.0015,0.0016,0.0015,0.1487,0.1486,0.1487,99609016036911.0,99609356246537.0,99626102408378.1,0.79,
25,1.0,16,0.9,0.25,0.75,1024,19260817,Plain,1,0.9396,-0.2831,-0.3369,0.0366,0.1685,0.1721,71921589357320.7,195675733015424.0,201468598187670.0,278.81,
200,1.0,2,0.3,0.75,0.75,4,19260817,Plain,1,0.0769,0.0482,0.0399,0.1429,0.1451,0.1458,116119943509777.0,117742201212043.0,118853903084653.0,1.15,
200,0.0001,16,0.3,0.25,0.75,1024,19260817,Plain,1,0.0097,0.0026,0.0021,0.1481,0.1486,0.1487,99122579740614.6,99332841794763.8,99373876861011.7,2281.53,
200,0.0001,2,0.3,0.75,0.75,1024,19260817,Plain,1,0.0021,0.0023,0.0019,0.1486,0.1486,0.1487,99579723191687.2,99584659844423.8,99603817659469.5,1.61,
25,0.0001,2,0.9,0.75,0.25,1024,19260817,Plain,1,0.0003,0.0003,0.0002,0.1488,0.1487,0.1488,99672379618151.5,99672867169107.9,99673640176921.6,0.31,
25,0.0001,2,0.3,0.25,0.75,4,19260817,Plain,1,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99677207467458.0,99676830902593.3,99675431988866.7,0.21,
200,0.0001,2,0.9,0.75,0.25,1024,19260817,Plain,1,0.0021,0.0023,0.0018,0.1486,0.1486,0.1487,99579790094340.8,99583348893223.0,99603708715198.1,1.36,
200,1.0,2,0.3,0.25,0.75,4,19260817,Plain,1,0.072,0.0503,0.0376,0.1433,0.145,0.146,116294165859575.0,117362740876092.0,119389205753698.0,0.95,
25,1.0,2,0.3,0.75,0.75,1024,19260817,Plain,1,0.1055,0.0643,0.0372,0.1407,0.1439,0.1461,98866552525610.7,102117762540686.0,102875829317128.0,0.34,
200,1.0,2,0.9,0.75,0.75,1024,19260817,Plain,1,0.2465,-0.0198,-0.0492,0.1291,0.1502,0.1525,108656831484728.0,127324280406035.0,126485842447294.0,1.62,
200,0.0001,2,0.3,0.25,0.75,4,19260817,Plain,1,0.0013,0.0014,0.0013,0.1487,0.1487,0.1488,99618032543817.0,99614875635536.2,99617872046227.4,0.86,
25,1.0,16,0.3,0.75,0.25,1024,19260817,Plain,1,0.9249,-0.3155,-0.3439,0.0408,0.1706,0.1726,74577646975297.8,201352683442964.0,200853411722062.0,828.13,
25,0.0001,16,0.3,0.75,0.25,4,19260817,Plain,1,0.0011,0.0003,0.0003,0.1487,0.1487,0.1488,99627958313925.8,99654474359522.7,99654161445652.9,4.37,
25,1.0,16,0.3,0.25,0.75,1024,19260817,Plain,1,0.9598,-0.297,-0.3982,0.0298,0.1694,0.176,61479443339473.9,206694901331055.0,206980733084818.0,300.67,
25,0.0001,16,0.9,0.75,0.25,1024,19260817,Plain,1,0.001,0.0003,0.0003,0.1487,0.1487,0.1488,99615959084209.9,99635827566136.4,99637505226967.9,861.81,
200,1.0,16,0.3,0.25,0.25,1024,19260817,Plain,1,1.0,-0.4117,-0.4491,0.0001,0.1768,0.1792,234553363854.079,238466809328423.0,235220704382943.0,2239.65,
25,0.0001,16,0.3,0.25,0.75,4,19260817,Plain,1,0.001,0.0003,0.0002,0.1487,0.1487,0.1488,99630737327431.7,99659095306362.6,99656484904626.8,3.33,
25,0.0001,16,0.9,0.75,0.75,4,19260817,Plain,1,0.0009,0.0003,0.0002,0.1487,0.1487,0.1488,99628405544290.0,99650616937307.8,99650404305887.0,4.77,
25,1.0,2,0.9,0.75,0.25,4,19260817,Plain,1,0.0601,0.0541,0.0421,0.1442,0.1447,0.1457,105327608357525.0,105249123650088.0,106243434478624.0,0.19,
200,0.0001,2,0.9,0.75,0.25,4,19260817,Plain,1,0.0015,0.0016,0.0015,0.1487,0.1486,0.1487,99608925945012.6,99609267359767.7,99626009871912.2,0.74,
200,0.0001,16,0.9,0.25,0.75,4,19260817,Plain,1,0.0065,0.0021,0.0019,0.1483,0.1486,0.1487,99289415997131.6,99447123212270.0,99462648418428.1,27.23,
200,0.0001,16,0.3,0.25,0.25,1024,19260817,Plain,1,0.0096,0.0026,0.0021,0.1481,0.1486,0.1487,99130966502108.4,99338373752448.2,99371628392131.9,2208.14,
25,1.0,2,0.3,0.75,0.25,1024,19260817,Plain,1,0.0984,0.0782,0.0304,0.1413,0.1428,0.1466,98655503903299.7,101143383928909.0,100765332966922.0,0.33,
25,1.0,2,0.3,0.25,0.75,4,19260817,Plain,1,0.0562,0.0547,0.0431,0.1445,0.1446,0.1456,110095435190668.0,109560985053378.0,111189967847467.0,0.2,
200,1.0,16,0.9,0.75,0.25,1024,19260817,Plain,1,1.0,-0.2613,-0.2934,0.0001,0.1671,0.1693,384677887153.968,213076056415876.0,214504594171615.0,6821.65,
25,0.0001,2,0.3,0.25,0.25,1024,19260817,Plain,1,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99675658225384.5,99676203419429.2,99675183639052.5,0.35,
200,0.0001,16,0.3,0.75,0.25,1024,19260817,Plain,1,0.0098,0.0027,0.0022,0.148,0.1486,0.1487,99118523491635.4,99328230505301.52,99365072616809.16,6212.9,True
200,1.0,16,0.3,0.25,0.25,4,19260817,Plain,1,0.9261,-0.506,-0.5968,0.0404,0.1826,0.1881,9199497609901.56,266775681124079.7,273436818956324.4,22.07,True
200,1.0,2,0.3,0.75,0.75,1024,19260817,Plain,1,0.2536,-0.0303,-0.0627,0.1285,0.151,0.1534,108034983001106.28,126476565507838.36,128068161328070.28,1.6,True
200,1.0,16,0.9,0.25,0.75,1024,19260817,Plain,1,1.0,-0.3091,-0.3599,0.0001,0.1702,0.1736,249914047187.1004,214875268097016.25,219687398639705.03,2100.54,True
200,0.0001,2,0.3,0.75,0.25,1024,19260817,Plain,1,0.0021,0.0023,0.0019,0.1486,0.1486,0.1487,99580027568571.56,99583587012556.56,99603957206830.7,1.32,True
25,0.0001,16,0.3,0.75,0.75,4,19260817,Plain,1,0.0011,0.0003,0.0003,0.1487,0.1487,0.1488,99625429178253.1,99655738760159.2,99655365444160.6,4.59,True
200,1.0,2,0.9,0.75,0.25,4,19260817,Plain,1,0.0762,0.0532,0.0394,0.143,0.1448,0.1459,115892726471180.44,117290500543148.4,118040938537731.44,0.81,True
200,0.0001,16,0.9,0.75,0.25,4,19260817,Plain,1,0.007,0.0022,0.0019,0.1483,0.1486,0.1487,99252084016589.05,99416767797947.72,99431490868731.84,31.41,True
25,1.0,16,0.3,0.25,0.25,4,19260817,Plain,1,0.8378,-0.3859,-0.4487,0.0599,0.1751,0.1792,68178578554560.086,246237416883670.44,247623641339819.38,2.89,True
200,1.0,16,0.9,0.75,0.75,1024,19260817,Plain,1,1.0,-0.2503,-0.3304,0.0001,0.1663,0.1717,219407069343.825,208489425292935.5,215898066996942.44,6207.7,True
25,0.0001,2,0.9,0.25,0.75,1024,19260817,Plain,1,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99675599503224.84,99676187872099.69,99675596077575.48,0.3,True
25,0.0001,16,0.9,0.25,0.75,1024,19260817,Plain,1,0.001,0.0003,0.0003,0.1487,0.1487,0.1488,99615274516633.44,99636395483627.14,99637397597476.92,269.55,True
200,1.0,16,0.3,0.75,0.75,4,19260817,Plain,1,0.9262,-0.583,-0.5978,0.0404,0.1872,0.1882,7834685596250.484,258597696485242.97,262699841579704.56,34.5,True
200,1.0,2,0.3,0.75,0.25,4,19260817,Plain,1,0.076,0.0501,0.0361,0.143,0.145,0.1461,116000850873568.77,117467843494239.6,118939638391506.08,0.78,True
25,0.0001,16,0.3,0.25,0.75,1024,19260817,Plain,1,0.0012,0.0003,0.0003,0.1487,0.1487,0.1488,99616361622739.9,99642841274048.05,99646139373114.12,260.27,True
200,1.0,2,0.9,0.25,0.25,1024,19260817,Plain,1,0.2051,0.0021,-0.0334,0.1326,0.1486,0.1513,111129790852699.12,121123775235267.1,126415115409399.2,0.95,True
200,1.0,2,0.9,0.25,0.75,4,19260817,Plain,1,0.0717,0.0508,0.0366,0.1433,0.1449,0.1461,116826250534062.2,117768689327884.56,120245261826110.12,0.97,True
25,1.0,16,0.9,0.75,0.25,1024,19260817,Plain,1,0.9137,-0.225,-0.2539,0.0437,0.1647,0.1667,76687348203927.25,184095948084323.3,186941540251847.7,796.32,True
200,0.0001,2,0.9,0.25,0.75,4,19260817,Plain,1,0.0013,0.0014,0.0013,0.1487,0.1487,0.1488,99617949421120.0,99614793501358.1,99617788244400.34,0.91,True
200,1.0,2,0.9,0.25,0.25,4,19260817,Plain,1,0.0728,0.0485,0.04,0.1433,0.1451,0.1458,115555278695012.98,116036613115552.95,117558262143037.52,0.72,True
200,1.0,16,0.9,0.75,0.25,4,19260817,Plain,1,0.9261,-0.4828,-0.4747,0.0404,0.1812,0.1808,9173250428763.217,251227776686757.7,254385554316834.0,31.54,True
200,0.0001,2,0.3,0.25,0.25,1024,19260817,Plain,1,0.0017,0.0018,0.0016,0.1487,0.1486,0.1487,99601408626237.08,99601220480914.88,99614633956587.94,0.95,True
25,0.0001,2,0.9,0.75,0.75,1024,19260817,Plain,1,0.0003,0.0003,0.0002,0.1488,0.1487,0.1488,99672408608608.94,99673034883065.98,99673496238927.23,0.36,True
200,0.0001,2,0.9,0.75,0.75,4,19260817,Plain,1,0.0015,0.0016,0.0015,0.1487,0.1486,0.1487,99608886302430.31,99608923562101.66,99625632329251.6,1.05,True
200,1.0,2,0.9,0.25,0.75,1024,19260817,Plain,1,0.2252,0.0123,-0.0334,0.131,0.1479,0.1513,110614206764182.44,124095546299645.84,129528362945348.64,1.14,True
25,1.0,2,0.9,0.25,0.25,4,19260817,Plain,1,0.0568,0.0537,0.0462,0.1445,0.1447,0.1454,109674707997119.28,109271727798158.12,109864115394407.2,0.18,True
25,1.0,16,0.9,0.75,0.75,1024,19260817,Plain,1,0.9357,-0.2192,-0.2947,0.0377,0.1643,0.1694,70089204442741.29,187941198460811.12,195709631898626.97,801.62,True
200,0.0001,16,0.3,0.75,0.75,4,19260817,Plain,1,0.0084,0.0023,0.002,0.1481,0.1486,0.1487,99226864780801.77,99446718343088.23,99468430461846.2,34.32,True
25,1.0,16,0.9,0.75,0.75,4,19260817,Plain,1,0.8493,-0.3659,-0.3258,0.0578,0.1739,0.1714,68424437241145.05,231253904661886.5,232638779696420.0,4.48,True
200,0.0001,16,0.9,0.25,0.25,1024,19260817,Plain,1,0.0079,0.0024,0.002,0.1482,0.1486,0.1487,99116796236571.16,99273411811787.4,99308266889072.2,2136.44,True
25,1.0,16,0.3,0.75,0.75,4,19260817,Plain,1,0.8701,-0.4849,-0.5155,0.0536,0.1813,0.1832,59179493260767.28,243617643287058.25,248493638871751.6,4.24,True
25,1.0,16,0.3,0.25,0.25,1024,19260817,Plain,1,0.934,-0.3608,-0.4019,0.0382,0.1735,0.1762,71798034065092.66,210797149014306.1,205330980286266.8,275.14,True
200,1.0,16,0.9,0.75,0.75,4,19260817,Plain,1,0.9262,-0.4509,-0.4295,0.0404,0.1792,0.178,8617459791705.684,244776425846503.7,249940568246119.2,35.14,True
25,0.0001,16,0.9,0.75,0.25,4,19260817,Plain,1,0.0009,0.0003,0.0002,0.1487,0.1487,0.1488,99629862975796.36,99650066875625.34,99649763867638.72,4.05,True
25,0.0001,2,0.3,0.75,0.25,1024,19260817,Plain,1,0.0003,0.0003,0.0002,0.1488,0.1487,0.1488,99672409203358.94,99672897234012.72,99673671408850.56,0.32,True
25,0.0001,2,0.9,0.75,0.25,4,19260817,Plain,1,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99676377058179.31,99675980939273.0,99675777023451.31,0.2,True
25,0.0001,2,0.3,0.25,0.25,4,19260817,Plain,1,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99677262731728.78,99676931059591.56,99675575081107.72,0.17,True
200,1.0,16,0.3,0.75,0.25,4,19260817,Plain,1,0.9262,-0.5382,-0.5761,0.0404,0.1845,0.1869,8352135181442.914,272248227159448.0,274282162727601.9,30.88,True
200,1.0,2,0.3,0.25,0.75,1024,19260817,Plain,1,0.2203,-0.0315,-0.0534,0.1314,0.1511,0.1528,112136185083605.22,128955569870829.69,131806232240806.12,1.13,True
25,1.0,2,0.9,0.75,0.75,1024,19260817,Plain,1,0.1033,0.07,0.0338,0.1409,0.1435,0.1463,101591429336478.62,104295117633265.84,105531254835483.06,0.34,True
25,1.0,16,0.9,0.25,0.25,4,19260817,Plain,1,0.8137,-0.3275,-0.3283,0.0642,0.1714,0.1716,80687844526687.83,237343395766458.3,242721623712441.8,2.82,True
200,0.0001,2,0.3,0.25,0.75,1024,19260817,Plain,1,0.0017,0.0018,0.0015,0.1487,0.1486,0.1487,99601326834793.12,99602733843684.58,99615758735805.4,1.1,True
25,0.0001,16,0.9,0.25,0.25,4,19260817,Plain,1,0.0009,0.0003,0.0002,0.1487,0.1487,0.1488,99630636220493.48,99651460351844.69,99650306582030.94,2.84,True
200,1.0,16,0.3,0.75,0.25,1024,19260817,Plain,1,1.0,-0.3535,-0.3794,0.0001,0.1731,0.1748,183581156752.2272,231618491855346.0,228766904471310.7,6461.75,True
25,0.0001,2,0.3,0.75,0.75,1024,19260817,Plain,1,0.0003,0.0003,0.0002,0.1488,0.1487,0.1488,99672438647026.69,99673065039446.6,99673528115456.5,0.35,True
25,1.0,16,0.9,0.75,0.25,4,19260817,Plain,1,0.8295,-0.3573,-0.3319,0.0614,0.1733,0.1718,71975962069487.34,232482093881497.9,233250162522281.84,3.85,True
25,0.0001,16,0.9,0.75,0.75,1024,19260817,Plain,1,0.001,0.0003,0.0003,0.1487,0.1487,0.1488,99615077481474.6,99634515157299.77,99638014382750.64,812.76,True
200,0.0001,16,0.9,0.25,0.75,1024,19260817,Plain,1,0.008,0.0025,0.002,0.1482,0.1486,0.1487,99108205097075.66,99272622092993.8,99310264486723.88,2154.91,True
200,1.0,16,0.9,0.25,0.25,1024,19260817,Plain,1,1.0,-0.2464,-0.342,0.0002,0.1661,0.1724,494033821765.79,222311104055815.88,231005767802309.47,2180.54,True
25,0.0001,2,0.9,0.75,0.75,4,19260817,Plain,1,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99676372180108.86,99676003661619.14,99675907800360.9,0.28,True
200,0.0001,16,0.3,0.25,0.25,4,19260817,Plain,1,0.0077,0.0022,0.002,0.1482,0.1486,0.1487,99271137311536.88,99472387063810.9,99494015602138.7,20.94,True
25,1.0,16,0.9,0.25,0.25,1024,19260817,Plain,1,0.9293,-0.2041,-0.3124,0.0396,0.1632,0.1705,78050752149079.77,197479787027936.8,207121386175590.2,258.38,True
25,0.0001,2,0.9,0.25,0.75,4,19260817,Plain,1,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99677196527696.14,99676820117615.08,99675420950510.23,0.19,True
25,0.0001,2,0.3,0.25,0.75,1024,19260817,Plain,1,0.0002,0.0002,0.0002,0.1488,0.1488,0.1488,99675620407156.16,99676208632632.48,99675618203730.69,0.28,True
200,1.0,16,0.3,0.75,0.75,1024,19260817,Plain,1,1.0,-0.4087,-0.4883,0.0,0.1766,0.1816,67528742300.7337,225269216939081.7,229147186878404.0,6387.13,True
200,0.0001,16,0.3,0.25,0.75,4,19260817,Plain,1,0.0077,0.0022,0.002,0.1482,0.1486,0.1487,99271782364940.56,99475946045944.44,99493616392675.16,22.48,True
200,0.0001,2,0.9,0.25,0.25,4,19260817,Plain,1,0.0013,0.0014,0.0013,0.1487,0.1487,0.1488,99618213482645.77,99615113316832.12,99618025889896.05,0.7,True
25,1.0,2,0.9,0.25,0.75,4,19260817,Plain,1,0.0562,0.0547,0.0431,0.1445,0.1446,0.1456,110090099502895.28,109555372100691.08,111184621547739.31,0.2,True
200,0.0001,2,0.3,0.25,0.25,4,19260817,Plain,1,0.0013,0.0014,0.0013,0.1487,0.1487,0.1488,99618295636329.69,99615194501161.4,99618108715051.6,0.68,True
200,0.0001,16,0.9,0.75,0.75,4,19260817,Plain,1,0.0069,0.0022,0.0019,0.1483,0.1486,0.1487,99252652499279.84,99423049187890.02,99435823422881.48,35.06,True
100,0.01,8,0.7,0.5,0.5,64,19260817,Plain,1,0.0876,0.0725,0.0537,0.1421,0.1433,0.1448,93766730339412.2,94669069208543.69,95594627517735.12,1.42,True
50,0.01,8,0.7,0.5,0.5,64,19260817,Plain,1,0.0556,0.0503,0.0382,0.1446,0.145,0.146,96252214059716.16,96659355789600.52,97245587654162.0,0.77,True
200,0.01,8,0.7,0.5,0.5,64,19260817,Plain,1,0.1276,0.0882,0.0622,0.139,0.1421,0.1442,90475654496933.48,92479940515797.42,93933446981038.05,2.68,True
100,0.0001,8,0.7,0.5,0.5,64,19260817,Plain,1,0.0016,0.0015,0.0012,0.1487,0.1487,0.1488,99602389957798.05,99611150159790.28,99618928887517.7,1.36,True
100,1.0,8,0.7,0.5,0.5,64,19260817,Plain,1,0.7739,-0.409,-0.4962,0.0707,0.1766,0.1821,114458256093187.02,218655522371627.7,216844708066892.8,1.42,True
100,0.01,4,0.7,0.5,0.5,64,19260817,Plain,1,0.0621,0.0667,0.0511,0.1441,0.1437,0.145,95456910685086.16,95449863831372.64,96092363679166.69,0.69,True
100,0.01,16,0.7,0.5,0.5,64,19260817,Plain,1,0.3025,0.0654,0.0478,0.1243,0.1438,0.1453,79089375995806.2,88071968498645.1,89402826901376.42,114.71,True
100,0.01,8,0.5,0.5,0.5,64,19260817,Plain,1,0.0883,0.0727,0.0534,0.1421,0.1433,0.1448,93787877709492.48,94645540560064.77,95678140358556.23,1.45,True
100,0.01,8,0.9,0.5,0.5,64,19260817,Plain,1,0.0867,0.0726,0.0534,0.1422,0.1433,0.1448,93754624021272.4,94633406351218.06,95575763084564.56,1.43,True
100,0.01,8,0.7,0.25,0.5,64,19260817,Plain,1,0.085,0.0699,0.0535,0.1423,0.1435,0.1448,93976262024648.3,94823004833953.3,95442010209339.84,1.07,True
100,0.01,8,0.7,0.75,0.5,64,19260817,Plain,1,0.0889,0.0728,0.0532,0.142,0.1433,0.1448,93662461070381.8,94640783618228.16,95658858859644.77,1.58,True
100,0.01,8,0.7,0.5,0.25,64,19260817,Plain,1,0.0873,0.0719,0.0534,0.1421,0.1433,0.1448,93779926198715.78,94694388084995.31,95578507386749.31,1.25,True
100,0.01,8,0.7,0.5,0.75,64,19260817,Plain,1,0.0879,0.0728,0.0536,0.1421,0.1432,0.1448,93743298361727.4,94755349123295.95,95714705280458.16,1.71,True
100,0.01,8,0.7,0.5,0.5,16,19260817,Plain,1,0.0831,0.0642,0.0525,0.1425,0.1439,0.1449,94094777442412.8,94588502132614.98,95614491907020.02,1.14,True
100,0.01,8,0.7,0.5,0.5,256,19260817,Plain,1,0.0888,0.0721,0.054,0.142,0.1433,0.1448,93688421117972.72,94512477090015.9,95363991824399.1,3.35,True
200,0.0001,8,0.7,0.5,0.5,64,19260817,Plain,1,0.0031,0.0029,0.0023,0.1485,0.1486,0.1487,99519500651757.9,99538170061135.08,99557670635713.52,2.73,True
200,1.0,8,0.7,0.5,0.5,64,19260817,Plain,1,0.9136,-0.5133,-0.5975,0.0437,0.183,0.1881,93420155922519.8,246340626197592.1,246533920503553.03,2.8,True
200,0.01,4,0.7,0.5,0.5,64,19260817,Plain,1,0.0785,0.0825,0.0608,0.1428,0.1425,0.1443,93532098856545.5,93556853410554.38,94484253930652.38,1.29,True
200,0.01,16,0.7,0.5,0.5,64,19260817,Plain,1,0.4651,0.0791,0.0571,0.1088,0.1428,0.1445,67999671530233.92,84949811821786.12,86802758778585.6,223.03,True
200,0.01,8,0.5,0.5,0.5,64,19260817,Plain,1,0.1296,0.0878,0.0618,0.1388,0.1421,0.1442,90426438645428.62,92488437378594.52,93940102441727.48,2.72,True
