n_estimators,eta,max_depth,l2_leaf_reg,colsample_bylevel,subsample,max_bin,random_seed,silent,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time
400.0,0.0001,2.0,0.3,0.75,0.75,1024.0,19260817.0,1.0,0.0189,0.0188,0.0187,0.2493,0.2493,0.2494,282454960154636.7,282445512980591.94,282776795485453.94,2.29
400.0,0.0001,16.0,0.9,0.75,0.25,65535.0,19260817.0,1.0,0.0333,0.013,0.0128,0.2474,0.25,0.2502,280539812580939.3,283584465326894.25,283941421210136.5,1204.45
400.0,1.0,16.0,0.9,0.75,0.25,1024.0,19260817.0,1.0,1.0,0.1252,0.1023,0.0,0.2354,0.2385,82.4627,220278655456787.2,223171518120343.56,1206.69
25.0,1.0,2.0,0.3,0.25,0.75,4.0,19260817.0,1.0,0.3341,0.3342,0.3193,0.2054,0.2053,0.2077,184392873021295.5,187550674171262.16,186304135203631.0,0.21
25.0,0.0001,16.0,0.9,0.75,0.25,4.0,19260817.0,1.0,0.0022,0.0009,0.0009,0.2514,0.2515,0.2516,284890958137288.5,285048817661141.5,285370592992638.8,4.63
25.0,1.0,2.0,0.3,0.75,0.75,4.0,19260817.0,1.0,0.3432,0.3378,0.3283,0.2039,0.2048,0.2063,185813086602741.97,187357907429102.28,188652279812124.25,0.24
25.0,1.0,16.0,0.9,0.75,0.25,4.0,19260817.0,1.0,0.998,0.0702,0.0781,0.0113,0.2426,0.2417,3715661796920.193,219007534748108.56,213889222826829.9,4.69
400.0,1.0,16.0,0.3,0.25,0.75,65535.0,19260817.0,1.0,1.0,0.0175,-0.0196,0.0,0.2494,0.2542,1.6682,214395736035500.1,224160094131143.4,436.78
25.0,1.0,16.0,0.9,0.75,0.25,65535.0,19260817.0,1.0,0.9949,0.1259,0.1056,0.018,0.2353,0.2381,5675796333989.547,220499304445366.28,223049245320345.2,74.75
400.0,0.0001,2.0,0.3,0.25,0.75,1024.0,19260817.0,1.0,0.0159,0.0159,0.0159,0.2496,0.2496,0.2498,282897376009119.4,282872758972384.8,283196763113940.06,1.8
25.0,1.0,2.0,0.9,0.75,0.25,4.0,19260817.0,1.0,0.35,0.3375,0.3307,0.2029,0.2048,0.206,179666256897940.75,183033353718020.0,183910422532397.2,0.18
400.0,0.0001,2.0,0.3,0.75,0.25,4.0,19260817.0,1.0,0.016,0.0159,0.0158,0.2496,0.2496,0.2498,282872655475463.9,282862718805087.6,283194481922450.3,1.53
400.0,0.0001,16.0,0.9,0.75,0.75,65535.0,19260817.0,1.0,0.0332,0.0143,0.014,0.2474,0.2498,0.25,280556269089669.03,283372740427723.4,283742367176462.3,1280.42
400.0,1.0,2.0,0.3,0.75,0.75,65535.0,19260817.0,1.0,0.523,0.3242,0.3061,0.1738,0.2069,0.2097,143642364884847.0,176332034314564.53,178380499195840.8,2.7
400.0,0.0001,2.0,0.3,0.25,0.75,65535.0,19260817.0,1.0,0.0159,0.0159,0.0159,0.2496,0.2496,0.2498,282897376009119.4,282872758972384.8,283196763113940.06,1.86
400.0,1.0,2.0,0.3,0.75,0.75,4.0,19260817.0,1.0,0.4029,0.3613,0.3409,0.1945,0.2011,0.2044,170437414159006.3,178116989625648.2,179655069092277.3,2.59
400.0,1.0,16.0,0.3,0.75,0.75,4.0,19260817.0,1.0,1.0,-0.0129,-0.0383,0.0,0.2533,0.2565,0.1706,221173400925776.56,223441151617018.88,93.75
400.0,1.0,16.0,0.9,0.25,0.75,1024.0,19260817.0,1.0,1.0,0.1259,0.0848,0.0,0.2353,0.2409,187.2846,208953086279734.1,216180997461121.12,503.35
25.0,0.0001,2.0,0.3,0.75,0.75,65535.0,19260817.0,1.0,0.0012,0.0012,0.0012,0.2515,0.2515,0.2516,285024298365997.7,284997645506559.9,285319348829435.6,0.28
400.0,0.0001,2.0,0.9,0.25,0.25,1024.0,19260817.0,1.0,0.0158,0.0158,0.0158,0.2496,0.2496,0.2498,282906838270221.75,282880953328007.1,283201966558829.75,1.38
400.0,1.0,16.0,0.3,0.25,0.75,4.0,19260817.0,1.0,1.0,0.0053,-0.0275,0.0,0.251,0.2552,9.2886,210629711187722.38,215544363035721.25,59.53
25.0,1.0,16.0,0.3,0.75,0.25,1024.0,19260817.0,1.0,0.9959,0.0046,-0.0156,0.016,0.2511,0.2537,3559808853460.5303,229193172030044.1,234987278992912.38,85.44
25.0,1.0,2.0,0.3,0.25,0.75,65535.0,19260817.0,1.0,0.3818,0.3584,0.345,0.1979,0.2016,0.2038,177096211452000.3,183679320882843.7,184995366225653.7,0.25
25.0,0.0001,16.0,0.9,0.75,0.25,1024.0,19260817.0,1.0,0.0021,0.0008,0.0008,0.2514,0.2515,0.2517,284905913613449.3,285067280622947.1,285392028227799.25,86.03
25.0,1.0,16.0,0.3,0.25,0.25,1024.0,19260817.0,1.0,0.9956,0.0157,0.0114,0.0167,0.2497,0.2503,4320458286867.536,221309689778240.1,216842046470582.9,28.41
25.0,1.0,2.0,0.9,0.75,0.25,65535.0,19260817.0,1.0,0.391,0.3685,0.3493,0.1964,0.2,0.2031,173971155160183.3,179984249809504.3,181640369015674.25,0.22
25.0,1.0,16.0,0.3,0.75,0.75,4.0,19260817.0,1.0,0.9993,-0.0131,-0.0378,0.0065,0.2533,0.2565,1720298910867.424,221215437108751.72,223431378669826.53,5.89
400.0,0.0001,16.0,0.9,0.25,0.75,1024.0,19260817.0,1.0,0.0328,0.0151,0.0149,0.2475,0.2497,0.2499,280594273867818.25,283245447052093.75,283600949663896.3,468.39
400.0,0.0001,16.0,0.9,0.75,0.75,1024.0,19260817.0,1.0,0.0332,0.0143,0.014,0.2474,0.2498,0.25,280556269089669.03,283372740427723.4,283742367176462.3,1267.83
25.0,0.0001,16.0,0.9,0.25,0.25,4.0,19260817.0,1.0,0.0022,0.0011,0.0011,0.2514,0.2515,0.2516,284895638760531.2,285029561570294.4,285350401725770.0,3.26
25.0,1.0,16.0,0.9,0.25,0.75,1024.0,19260817.0,1.0,0.9941,0.1298,0.0883,0.0194,0.2347,0.2404,6327033812741.364,208789038375034.5,216066843594743.3,25.68
400.0,1.0,16.0,0.3,0.75,0.75,1024.0,19260817.0,1.0,1.0,-0.0254,-0.0043,0.0,0.2548,0.2523,0.3444,229063628087098.4,226914056019429.8,1235.05
25.0,1.0,2.0,0.3,0.25,0.25,65535.0,19260817.0,1.0,0.3708,0.3576,0.3453,0.1996,0.2017,0.2037,177558428581566.88,182399059489117.7,183354797859195.03,0.21
400.0,1.0,16.0,0.3,0.75,0.25,65535.0,19260817.0,1.0,1.0,0.0023,-0.0156,0.0,0.2513,0.2537,1.6901,229201231177159.88,234605699600508.25,1218.26
25.0,1.0,2.0,0.9,0.25,0.25,4.0,19260817.0,1.0,0.3351,0.3279,0.3217,0.2052,0.2063,0.2074,182009208704151.03,185744615098307.7,183594148989895.7,0.17
400.0,1.0,2.0,0.3,0.25,0.25,1024.0,19260817.0,1.0,0.4886,0.3416,0.3256,0.18,0.2042,0.2068,150989146896077.84,175085270660224.0,178470178206039.22,1.46
400.0,0.0001,2.0,0.9,0.25,0.25,65535.0,19260817.0,1.0,0.0158,0.0158,0.0158,0.2496,0.2496,0.2498,282906838270221.75,282880953328007.1,283201966558829.75,1.4
25.0,1.0,2.0,0.9,0.25,0.25,65535.0,19260817.0,1.0,0.3701,0.3658,0.3431,0.1997,0.2004,0.2041,180258866198729.88,184345394560309.7,185307157307248.62,0.21
400.0,1.0,16.0,0.3,0.75,0.25,4.0,19260817.0,1.0,1.0,-0.0099,-0.0018,0.0,0.2529,0.252,1.9259,222252278169541.7,219653859755025.1,74.03
400.0,0.0001,2.0,0.3,0.25,0.25,4.0,19260817.0,1.0,0.0131,0.0132,0.0132,0.25,0.25,0.2501,283299428908114.1,283269237377502.2,283584581867642.8,1.32
25.0,1.0,2.0,0.3,0.75,0.25,1024.0,19260817.0,1.0,0.391,0.3684,0.3492,0.1964,0.2,0.2031,173961892587845.75,179982633639960.47,181642544290419.03,0.21
25.0,0.0001,16.0,0.3,0.25,0.75,65535.0,19260817.0,1.0,0.0026,0.0011,0.0011,0.2513,0.2515,0.2516,284832137265323.7,285021757860186.2,285343256929995.06,25.55
25.0,0.0001,2.0,0.9,0.75,0.25,1024.0,19260817.0,1.0,0.0012,0.0012,0.0012,0.2515,0.2515,0.2516,285024867259777.6,284997458941293.3,285319437427793.1,0.22
25.0,0.0001,16.0,0.3,0.75,0.25,4.0,19260817.0,1.0,0.0028,0.0011,0.0011,0.2513,0.2515,0.2516,284808406290489.6,285027366608045.94,285347078239798.2,4.69
25.0,0.0001,16.0,0.3,0.75,0.75,4.0,19260817.0,1.0,0.0027,0.0011,0.0011,0.2513,0.2515,0.2516,284812335876545.25,285018716144510.1,285342728020012.94,5.4
400.0,1.0,2.0,0.3,0.75,0.25,4.0,19260817.0,1.0,0.4026,0.3605,0.3447,0.1945,0.2012,0.2038,171154141642484.44,179431127606551.84,179947510786888.28,1.6
25.0,0.0001,2.0,0.3,0.75,0.75,4.0,19260817.0,1.0,0.001,0.001,0.001,0.2515,0.2515,0.2516,285051981793039.75,285024557410357.6,285347057216091.5,0.23
400.0,0.0001,2.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.0161,0.0159,0.0158,0.2496,0.2496,0.2498,282869296810484.06,282861151225506.8,283195710379636.9,2.21
400.0,1.0,2.0,0.9,0.75,0.75,65535.0,19260817.0,1.0,0.5208,0.328,0.3141,0.1742,0.2063,0.2085,143777948228718.56,174338419722017.56,178209923632098.47,2.47
25.0,1.0,16.0,0.3,0.75,0.75,1024.0,19260817.0,1.0,0.9969,-0.025,-0.0014,0.014,0.2548,0.2519,3064184794021.307,229430072005498.9,226734199813399.25,75.37
25.0,1.0,2.0,0.3,0.25,0.25,1024.0,19260817.0,1.0,0.3708,0.3576,0.3453,0.1996,0.2017,0.2037,177558428581566.88,182399059489117.7,183354797859195.03,0.2
25.0,1.0,16.0,0.9,0.25,0.75,65535.0,19260817.0,1.0,0.9941,0.1298,0.0883,0.0194,0.2347,0.2404,6327033812741.364,208789038375034.5,216066843594743.3,25.38
400.0,0.0001,2.0,0.9,0.75,0.75,65535.0,19260817.0,1.0,0.0189,0.0188,0.0187,0.2493,0.2493,0.2494,282456128003119.94,282446628639285.0,282777972355620.25,2.27
25.0,0.0001,16.0,0.9,0.25,0.75,1024.0,19260817.0,1.0,0.0021,0.001,0.001,0.2514,0.2515,0.2516,284907255631801.0,285044435279512.3,285363722442062.4,25.79
25.0,1.0,16.0,0.3,0.25,0.75,65535.0,19260817.0,1.0,0.9963,0.0201,-0.0164,0.0153,0.2491,0.2538,3754456694434.948,214247367073738.1,223997214757789.47,28.66
25.0,1.0,2.0,0.9,0.75,0.75,65535.0,19260817.0,1.0,0.3909,0.3644,0.3507,0.1964,0.2006,0.2029,174574556792588.03,179903459086093.88,182488741590738.84,0.28
400.0,0.0001,2.0,0.3,0.75,0.25,65535.0,19260817.0,1.0,0.0189,0.0188,0.0187,0.2493,0.2493,0.2494,282464543845199.6,282449192583761.3,282781626149218.25,1.65
400.0,1.0,2.0,0.9,0.25,0.25,4.0,19260817.0,1.0,0.3926,0.3622,0.343,0.1961,0.201,0.2041,172229627648034.7,179039522452402.62,179956795874356.22,1.36
400.0,1.0,16.0,0.9,0.25,0.75,65535.0,19260817.0,1.0,1.0,0.1259,0.0848,0.0,0.2353,0.2409,187.2846,208953086279734.1,216180997461121.12,429.12
25.0,0.0001,16.0,0.3,0.25,0.25,65535.0,19260817.0,1.0,0.0026,0.001,0.001,0.2513,0.2515,0.2516,284823989546988.1,285036679222127.44,285361304451607.25,25.18
400.0,1.0,2.0,0.9,0.25,0.25,65535.0,19260817.0,1.0,0.492,0.344,0.3301,0.1794,0.2038,0.2061,149510914846289.9,174121091355079.3,176463115057710.28,1.41
25.0,0.0001,16.0,0.3,0.75,0.75,1024.0,19260817.0,1.0,0.0027,0.001,0.001,0.2513,0.2515,0.2516,284822067894196.06,285035333059733.9,285360230297298.1,75.36
25.0,1.0,2.0,0.9,0.75,0.25,1024.0,19260817.0,1.0,0.391,0.3685,0.3493,0.1964,0.2,0.2031,173971155160183.3,179984249809504.3,181640369015674.25,0.22
25.0,1.0,16.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.9984,0.085,0.1062,0.01,0.2407,0.238,3597179195086.4326,215130095514264.88,215721434658748.16,5.32
400.0,1.0,2.0,0.3,0.75,0.25,65535.0,19260817.0,1.0,0.5093,0.3338,0.2993,0.1763,0.2054,0.2107,146272622141327.25,173582047690798.6,179502558481916.6,1.67
400.0,0.0001,16.0,0.3,0.25,0.25,1024.0,19260817.0,1.0,0.0411,0.0162,0.0158,0.2464,0.2496,0.2498,279323009575539.6,283064342445381.25,283436551700496.4,481.16
25.0,0.0001,2.0,0.9,0.75,0.25,4.0,19260817.0,1.0,0.001,0.001,0.001,0.2515,0.2515,0.2516,285052966596149.94,285024706890781.1,285347110495489.9,0.19
400.0,1.0,2.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.402,0.3662,0.3407,0.1946,0.2003,0.2044,170788814968216.66,177778325085040.88,180160242186762.84,2.48
400.0,0.0001,16.0,0.9,0.75,0.25,1024.0,19260817.0,1.0,0.0333,0.013,0.0128,0.2474,0.25,0.2502,280539812580939.3,283584465326894.25,283941421210136.5,1208.31
25.0,0.0001,2.0,0.3,0.25,0.75,65535.0,19260817.0,1.0,0.0011,0.0011,0.0011,0.2515,0.2515,0.2516,285044769859475.0,285015606260457.75,285337887268984.44,0.23
25.0,0.0001,16.0,0.3,0.75,0.75,65535.0,19260817.0,1.0,0.0027,0.001,0.001,0.2513,0.2515,0.2516,284822067894196.06,285035333059733.9,285360230297298.1,75.84
400.0,1.0,16.0,0.9,0.25,0.25,4.0,19260817.0,1.0,1.0,0.0797,0.0641,0.0,0.2414,0.2436,14510.2792,215196606678344.3,217069746792082.53,47.26
400.0,0.0001,2.0,0.9,0.75,0.25,4.0,19260817.0,1.0,0.016,0.0159,0.0158,0.2496,0.2496,0.2498,282873130647903.9,282863188469686.44,283194951751238.8,1.58
400.0,1.0,2.0,0.3,0.75,0.25,1024.0,19260817.0,1.0,0.5093,0.3338,0.2993,0.1763,0.2054,0.2107,146272622141327.25,173582047690798.6,179502558481916.6,1.76
25.0,0.0001,2.0,0.9,0.75,0.75,1024.0,19260817.0,1.0,0.0012,0.0012,0.0012,0.2515,0.2515,0.2516,285024373095887.1,284997716230245.6,285319423871695.44,0.26
25.0,1.0,16.0,0.9,0.25,0.25,1024.0,19260817.0,1.0,0.9936,0.1179,0.0621,0.0201,0.2363,0.2438,6565073961927.13,215584137256383.03,220175868330612.8,25.33
25.0,1.0,16.0,0.9,0.25,0.75,4.0,19260817.0,1.0,0.9977,0.0889,0.0901,0.0121,0.2402,0.2402,4056249005988.048,210577180072666.72,207186466084755.84,3.3
25.0,1.0,2.0,0.9,0.25,0.75,65535.0,19260817.0,1.0,0.3771,0.3536,0.3376,0.1986,0.2023,0.2049,177277243746900.84,184636211666284.72,186088587898680.88,0.24
400.0,0.0001,2.0,0.3,0.75,0.75,65535.0,19260817.0,1.0,0.0189,0.0188,0.0187,0.2493,0.2493,0.2494,282454960154636.7,282445512980591.94,282776795485453.94,2.34
25.0,1.0,2.0,0.3,0.25,0.75,1024.0,19260817.0,1.0,0.3818,0.3584,0.345,0.1979,0.2016,0.2038,177096211452000.3,183679320882843.7,184995366225653.7,0.25
25.0,1.0,2.0,0.9,0.25,0.75,1024.0,19260817.0,1.0,0.3771,0.3536,0.3376,0.1986,0.2023,0.2049,177277243746900.84,184636211666284.72,186088587898680.88,0.24
400.0,0.0001,16.0,0.3,0.75,0.75,1024.0,19260817.0,1.0,0.0414,0.0165,0.0162,0.2464,0.2495,0.2497,279275001400917.9,283018062341909.3,283379804939790.44,1229.37
25.0,1.0,16.0,0.3,0.25,0.75,1024.0,19260817.0,1.0,0.9963,0.0201,-0.0164,0.0153,0.2491,0.2538,3754456694434.948,214247367073738.1,223997214757789.47,25.45
400.0,1.0,2.0,0.3,0.25,0.75,65535.0,19260817.0,1.0,0.5047,0.3336,0.2963,0.1771,0.2054,0.2112,147196881822528.94,175986623659270.84,180876546234756.4,1.93
25.0,0.0001,2.0,0.9,0.25,0.25,4.0,19260817.0,1.0,0.0009,0.0009,0.0009,0.2515,0.2515,0.2517,285074498691782.5,285045712450598.94,285366865747320.75,0.17
400.0,0.0001,16.0,0.9,0.25,0.25,1024.0,19260817.0,1.0,0.0329,0.0139,0.0136,0.2475,0.2499,0.2501,280596447851871.38,283437275327974.44,283803407167244.3,421.28
400.0,0.0001,16.0,0.9,0.25,0.25,4.0,19260817.0,1.0,0.0339,0.0163,0.0163,0.2474,0.2496,0.2497,280414175528549.84,283005195677595.9,283325727711800.1,47.36
400.0,1.0,16.0,0.3,0.25,0.25,1024.0,19260817.0,1.0,1.0,0.0118,0.0093,0.0,0.2501,0.2506,6.0253,221601069928285.47,216803595008041.4,426.46
400.0,1.0,16.0,0.3,0.25,0.75,1024.0,19260817.0,1.0,1.0,0.0175,-0.0196,0.0,0.2494,0.2542,1.6682,214395736035500.1,224160094131143.4,427.11
400.0,1.0,2.0,0.9,0.75,0.25,1024.0,19260817.0,1.0,0.5112,0.3388,0.3248,0.1759,0.2046,0.2069,145746710325808.3,173931602716397.0,176654083940888.75,1.73
400.0,0.0001,16.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.0342,0.0163,0.0162,0.2473,0.2496,0.2497,280359422494662.75,283013995516929.75,283344095301529.3,82.28
25.0,0.0001,16.0,0.3,0.25,0.75,4.0,19260817.0,1.0,0.0026,0.0012,0.0012,0.2513,0.2515,0.2516,284828667314029.2,285004160822984.75,285324187568497.75,3.2
25.0,0.0001,2.0,0.3,0.25,0.75,1024.0,19260817.0,1.0,0.0011,0.0011,0.0011,0.2515,0.2515,0.2516,285044769859475.0,285015606260457.75,285337887268984.44,0.25
400.0,1.0,16.0,0.3,0.75,0.25,1024.0,19260817.0,1.0,1.0,0.0023,-0.0156,0.0,0.2513,0.2537,1.6901,229201231177159.88,234605699600508.25,1190.06
25.0,0.0001,16.0,0.9,0.25,0.75,65535.0,19260817.0,1.0,0.0021,0.001,0.001,0.2514,0.2515,0.2516,284907255631801.0,285044435279512.3,285363722442062.4,25.56
25.0,1.0,16.0,0.3,0.75,0.25,4.0,19260817.0,1.0,0.9991,-0.0103,-0.0003,0.0074,0.2529,0.2518,1935888625675.232,222379658685410.88,219605698347425.25,4.72
400.0,0.0001,2.0,0.9,0.75,0.75,1024.0,19260817.0,1.0,0.0189,0.0188,0.0187,0.2493,0.2493,0.2494,282456128003119.94,282446628639285.0,282777972355620.25,2.31
25.0,1.0,2.0,0.3,0.75,0.75,1024.0,19260817.0,1.0,0.3909,0.3643,0.3507,0.1964,0.2006,0.2029,174564573621970.88,179901514505706.03,182487066223213.28,0.26
25.0,1.0,16.0,0.3,0.75,0.75,65535.0,19260817.0,1.0,0.9969,-0.025,-0.0014,0.014,0.2548,0.2519,3064184794021.307,229430072005498.9,226734199813399.25,75.46
400.0,0.0001,2.0,0.9,0.75,0.25,65535.0,19260817.0,1.0,0.0188,0.0188,0.0187,0.2493,0.2493,0.2494,282465704732684.3,282450305413533.6,282782799899737.06,1.66
25.0,1.0,16.0,0.3,0.25,0.25,4.0,19260817.0,1.0,0.9988,0.0126,-0.0425,0.0086,0.2501,0.2571,2300527866478.9185,206908698941507.7,220727592378906.1,2.95
400.0,0.0001,16.0,0.3,0.25,0.75,4.0,19260817.0,1.0,0.0404,0.0194,0.0193,0.2465,0.2492,0.2493,279403479987745.44,282513013235754.75,282838464698106.3,51.69
25.0,1.0,2.0,0.9,0.25,0.25,1024.0,19260817.0,1.0,0.3701,0.3658,0.3431,0.1997,0.2004,0.2041,180258866198729.88,184345394560309.7,185307157307248.62,0.2
25.0,1.0,16.0,0.3,0.25,0.25,65535.0,19260817.0,1.0,0.9956,0.0157,0.0114,0.0167,0.2497,0.2503,4320458286867.536,221309689778240.1,216842046470582.9,28.13
25.0,1.0,16.0,0.3,0.25,0.75,4.0,19260817.0,1.0,0.9992,0.0062,-0.0269,0.0071,0.2509,0.2551,2055549750320.878,210662378210758.9,215429332466355.03,3.35
25.0,1.0,2.0,0.9,0.75,0.75,4.0,19260817.0,1.0,0.3432,0.3378,0.3283,0.2039,0.2048,0.2063,185816143730906.4,187360543647870.2,188654784667895.6,0.25
400.0,1.0,16.0,0.9,0.75,0.75,4.0,19260817.0,1.0,1.0,0.0845,0.1054,0.0,0.2408,0.2381,79.9091,215143828399289.7,215834855068504.25,82.1
25.0,0.0001,2.0,0.3,0.25,0.25,65535.0,19260817.0,1.0,0.0011,0.0011,0.0011,0.2515,0.2515,0.2516,285044845189266.3,285015607001028.25,285337844019091.3,0.19
400.0,1.0,2.0,0.3,0.75,0.75,1024.0,19260817.0,1.0,0.523,0.3242,0.3061,0.1738,0.2069,0.2097,143642364884847.0,176332034314564.53,178380499195840.8,2.41
25.0,0.0001,2.0,0.9,0.25,0.25,65535.0,19260817.0,1.0,0.0011,0.0011,0.0011,0.2515,0.2515,0.2516,285044906552544.9,285015666951149.6,285337905335006.1,0.21
25.0,0.0001,16.0,0.3,0.25,0.25,4.0,19260817.0,1.0,0.0026,0.0012,0.0012,0.2513,0.2515,0.2516,284826628435831.44,285008099766075.8,285328635644553.75,2.92
25.0,0.0001,16.0,0.9,0.25,0.25,65535.0,19260817.0,1.0,0.0021,0.0009,0.0009,0.2514,0.2515,0.2517,284907845608223.2,285060283407324.44,285384155424668.3,24.59
400.0,0.0001,16.0,0.9,0.75,0.25,4.0,19260817.0,1.0,0.0345,0.0149,0.0147,0.2473,0.2498,0.2499,280340668503939.97,283240856072943.4,283581567982327.3,73.03
