n_estimators,max_depth,random_state,ccp_alpha,max_samples,max_features,Train score,Val score,Test score,Time
50.0,25.0,19421220.0,100.0,0.75,0.75,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,24.662744998931885
50.0,5.0,19421220.0,100.0,0.75,0.75,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,8.662239074707031
100.0,10.0,19421220.0,0.0001,0.5,0.5,0.215375281629974,0.12062511679143706,0.11724064968920223,16.39992880821228
100.0,5.0,19421220.0,100.0,0.75,0.75,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,17.33343482017517
50.0,10.0,19421220.0,10000.0,0.75,0.75,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,16.82537078857422
50.0,5.0,19421220.0,100.0,0.5,0.75,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,6.492761135101318
100.0,5.0,19421220.0,0.0001,0.75,0.5,0.14520772007734717,0.12000401697737884,0.11822522653076306,11.38839602470398
50.0,5.0,19421220.0,0.01,0.75,0.75,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,8.681107997894287
100.0,25.0,19421220.0,0.01,0.75,0.5,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,31.851155996322632
100.0,100.0,19421220.0,0.01,0.5,0.75,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,34.60160422325134
100.0,5.0,19421220.0,0.01,0.75,0.75,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,17.32629704475403
100.0,50.0,19421220.0,100.0,0.5,0.75,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,34.622143030166626
100.0,25.0,19421220.0,0.01,0.5,0.75,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,34.59133577346802
50.0,10.0,19421220.0,10000.0,0.75,0.5,-2.3873203858215675e-07,-2.239835446005145e-07,-4.1550951102031775e-07,11.04231309890747
50.0,100.0,19421220.0,0.0001,0.75,0.75,0.18460100875716623,0.11819794881078671,0.1206679640073347,24.666160106658936
100.0,50.0,19421220.0,10000.0,0.5,0.5,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,22.36032223701477
100.0,10.0,19421220.0,0.0,0.5,0.75,0.4079095769556883,0.1136764565752294,0.10073863416751627,24.94508385658264
100.0,100.0,19421220.0,0.0001,0.5,0.75,0.23824368394387752,0.1192823473622091,0.11823675863996419,34.614651918411255
100.0,5.0,19421220.0,1.0,0.5,0.5,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,8.541980981826782
50.0,100.0,19421220.0,0.01,0.5,0.75,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,17.42634415626526
100.0,10.0,19421220.0,100.0,0.5,0.5,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,16.406049966812134
50.0,10.0,19421220.0,0.0,0.5,0.75,0.40272495749004067,0.11097846235396014,0.10163847308711726,12.53599214553833
50.0,50.0,19421220.0,0.01,0.5,0.75,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,17.497675895690918
100.0,25.0,19421220.0,0.0,0.5,0.5,0.6594790636492365,0.108783803297543,0.08150782297957737,22.176474809646606
100.0,10.0,19421220.0,0.01,0.5,0.75,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,24.9002468585968
50.0,50.0,19421220.0,0.0,0.75,0.5,0.7834194045839515,0.07158264240755852,0.07163982740653307,15.871031999588013
100.0,100.0,19421220.0,0.0,0.5,0.75,0.6609224069541675,0.09474751728389719,0.0750403022395233,34.53642797470093
50.0,50.0,19421220.0,100.0,0.5,0.5,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,11.34837007522583
100.0,5.0,19421220.0,100.0,0.5,0.5,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,8.459148168563843
100.0,100.0,19421220.0,0.0001,0.75,0.75,0.1855042554779197,0.12001273319775918,0.11959893990060577,49.18983006477356
50.0,50.0,19421220.0,1.0,0.5,0.5,-1.6965831917126195e-06,-1.6569778407138358e-06,-2.1261132538974437e-06,11.212338924407959
100.0,50.0,19421220.0,0.0,0.75,0.5,0.7915987781342386,0.08941430713865783,0.07297456468379349,31.62733793258667
50.0,25.0,19421220.0,0.0001,0.75,0.5,0.16958551683648726,0.12303024394726281,0.11946702693658617,15.931811809539795
50.0,50.0,19421220.0,0.0001,0.5,0.75,0.23386691589753394,0.11699419290719282,0.11753499153479119,17.30888795852661
100.0,50.0,19421220.0,1.0,0.5,0.75,-5.649550605113518e-09,-8.194667389105348e-09,-6.5799996562532215e-09,34.37930703163147
100.0,5.0,19421220.0,10000.0,0.75,0.75,-4.273337750326789e-08,-4.932304475957494e-08,-2.537531296198381e-09,17.192779064178467
50.0,100.0,19421220.0,0.0,0.75,0.5,0.7834194045839515,0.07158264240755852,0.07163982740653307,16.092355966567993
